date,platform,region,region_name,chart_type,rank,app_name,app_id,developer,url
2026-07-01,ios,tw,台湾,top-free,18,寒霜啟示錄,6443575749,Century Games Pte. Ltd.,https://apps.apple.com/tw/app/%E5%AF%92%E9%9C%9C%E5%95%9F%E7%A4%BA%E9%8C%84/id6443575749?uo=2
2026-07-01,ios,tw,台湾,top-free,19,超能戰爭,6749109328,9z Games(HK),https://apps.apple.com/tw/app/%E8%B6%85%E8%83%BD%E6%88%B0%E7%88%AD/id6749109328?uo=2
2026-07-01,ios,tw,台湾,top-free,20,粉彩世界：合作逃生,6733252780,Erwin .,https://apps.apple.com/tw/app/%E7%B2%89%E5%BD%A9%E4%B8%96%E7%95%8C-%E5%90%88%E4%BD%9C%E9%80%83%E7%94%9F/id6733252780?uo=2
2026-07-01,ios,tw,台湾,top-free,21,Royal Kingdom,1606549505,Dream Games,https://apps.apple.com/tw/app/royal-kingdom/id1606549505?uo=2
2026-07-01,ios,tw,台湾,top-free,22,食光旅行,6471045672,Century Games Pte. Ltd.,https://apps.apple.com/tw/app/%E9%A3%9F%E5%85%89%E6%97%85%E8%A1%8C/id6471045672?uo=2
2026-07-01,ios,tw,台湾,top-free,23,Castle Busters,6746328263,Voodoo,https://apps.apple.com/tw/app/castle-busters/id6746328263?uo=2
2026-07-01,ios,tw,台湾,top-free,24,車車屍搭普 - 足球狂歡季來臨！,6760377678,"HIGGS TECHNOLOGY CO., LIMITED",https://apps.apple.com/tw/app/%E8%BB%8A%E8%BB%8A%E5%B1%8D%E6%90%AD%E6%99%AE-%E8%B6%B3%E7%90%83%E7%8B%82%E6%AD%A1%E5%AD%A3%E4%BE%86%E8%87%A8/id6760377678?uo=2
2026-07-01,ios,tw,台湾,top-free,25,Garena® 三角洲行動,6670604287,Garena Mobile Games Private Ltd.,https://apps.apple.com/tw/app/garena-%E4%B8%89%E8%A7%92%E6%B4%B2%E8%A1%8C%E5%8B%95/id6670604287?uo=2
2026-07-01,ios,tw,台湾,top-free,26,Vita 麻將,6468921495,Vita Studio,https://apps.apple.com/tw/app/vita-%E9%BA%BB%E5%B0%87/id6468921495?uo=2
2026-07-01,ios,tw,台湾,top-free,27,點點大作戰,6738109752,FunPlus International AG,https://apps.apple.com/tw/app/%E9%BB%9E%E9%BB%9E%E5%A4%A7%E4%BD%9C%E6%88%B0/id6738109752?uo=2
2026-07-01,ios,tw,台湾,top-free,28,Magic Sort!,6499209744,Grand Games A.Ş.,https://apps.apple.com/tw/app/magic-sort/id6499209744?uo=2
2026-07-01,ios,tw,台湾,top-free,29,Amaze GO! - 箭頭解謎,6758326278,Oakever Games,https://apps.apple.com/tw/app/amaze-go-%E7%AE%AD%E9%A0%AD%E8%A7%A3%E8%AC%8E/id6758326278?uo=2
2026-07-01,ios,tw,台湾,top-free,30,Jewel Coloring,6759081967,Ta Ta Game Technology Limited,https://apps.apple.com/tw/app/jewel-coloring/id6759081967?uo=2
2026-07-01,ios,tw,台湾,top-free,31,找不同 - 發現並找出所有不同,6504279468,Guru Smart Holding Limited,https://apps.apple.com/tw/app/%E6%89%BE%E4%B8%8D%E5%90%8C-%E7%99%BC%E7%8F%BE%E4%B8%A6%E6%89%BE%E5%87%BA%E6%89%80%E6%9C%89%E4%B8%8D%E5%90%8C/id6504279468?uo=2
2026-07-01,ios,tw,台湾,top-free,32,青丘世界：緣起,6759824994,"JOYSTAR GAME INFORMATION TECHNOLOGY CO.,LIMITED",https://apps.apple.com/tw/app/%E9%9D%92%E4%B8%98%E4%B8%96%E7%95%8C-%E7%B7%A3%E8%B5%B7/id6759824994?uo=2
2026-07-01,ios,tw,台湾,top-free,33,無盡輪迴：鬼域摸金,6759596187,POPJOY (H.K.) LIMITED,https://apps.apple.com/tw/app/%E7%84%A1%E7%9B%A1%E8%BC%AA%E8%BF%B4-%E9%AC%BC%E5%9F%9F%E6%91%B8%E9%87%91/id6759596187?uo=2
2026-07-01,ios,tw,台湾,top-free,34,點點英雄：骰子傳說,6740966864,HABBY,https://apps.apple.com/tw/app/%E9%BB%9E%E9%BB%9E%E8%8B%B1%E9%9B%84-%E9%AA%B0%E5%AD%90%E5%82%B3%E8%AA%AA/id6740966864?uo=2
2026-07-01,ios,tw,台湾,top-free,35,我的花園世界,6751560944,FLORAL GAMES LIMITED,https://apps.apple.com/tw/app/%E6%88%91%E7%9A%84%E8%8A%B1%E5%9C%92%E4%B8%96%E7%95%8C/id6751560944?uo=2
2026-07-01,ios,tw,台湾,top-free,36,Kingshot,6739554056,Century Games Pte. Ltd.,https://apps.apple.com/tw/app/kingshot/id6739554056?uo=2
2026-07-01,ios,tw,台湾,top-free,37,Travel Town - Merge Adventure,1521236603,Moon Active,https://apps.apple.com/tw/app/travel-town-merge-adventure/id1521236603?uo=2
2026-07-01,ios,tw,台湾,top-free,38,不用網路的遊戲 - 無網路遊戲 - 離線 遊戲 - 無網遊戲,6448104157,Moreno Maio,https://apps.apple.com/tw/app/%E4%B8%8D%E7%94%A8%E7%B6%B2%E8%B7%AF%E7%9A%84%E9%81%8A%E6%88%B2-%E7%84%A1%E7%B6%B2%E8%B7%AF%E9%81%8A%E6%88%B2-%E9%9B%A2%E7%B7%9A-%E9%81%8A%E6%88%B2-%E7%84%A1%E7%B6%B2%E9%81%8A%E6%88%B2/id6448104157?uo=2
2026-07-01,ios,tw,台湾,top-free,39,Block Out! - Color Sort Puzzle,6752672568,Grand Games A.Ş.,https://apps.apple.com/tw/app/block-out-color-sort-puzzle/id6752672568?uo=2
2026-07-01,ios,tw,台湾,top-free,40,戰爭誓言,6749140416,"Peachcat Online Co., Limited",https://apps.apple.com/tw/app/%E6%88%B0%E7%88%AD%E8%AA%93%E8%A8%80/id6749140416?uo=2
2026-07-01,ios,tw,台湾,top-free,41,Color Block Jam,6504332779,Rollic Games,https://apps.apple.com/tw/app/color-block-jam/id6504332779?uo=2
2026-07-01,ios,tw,台湾,top-free,42,玩星派對,6448721818,"GAMEJOY TECHNOLOGY CO., LTD.",https://apps.apple.com/tw/app/%E7%8E%A9%E6%98%9F%E6%B4%BE%E5%B0%8D/id6448721818?uo=2
2026-07-01,ios,tw,台湾,top-free,43,尋找物品：解謎遊戲,6751270213,NimbleMind,https://apps.apple.com/tw/app/%E5%B0%8B%E6%89%BE%E7%89%A9%E5%93%81-%E8%A7%A3%E8%AC%8E%E9%81%8A%E6%88%B2/id6751270213?uo=2
2026-07-01,ios,tw,台湾,top-free,44,LINE Rangers 放置戰爭,6502433935,LINE Corporation,https://apps.apple.com/tw/app/line-rangers-%E6%94%BE%E7%BD%AE%E6%88%B0%E7%88%AD/id6502433935?uo=2
2026-07-01,ios,tw,台湾,top-free,45,字詞接龍 - 詞語分類解謎,6755509102,Astrasen Global,https://apps.apple.com/tw/app/%E5%AD%97%E8%A9%9E%E6%8E%A5%E9%BE%8D-%E8%A9%9E%E8%AA%9E%E5%88%86%E9%A1%9E%E8%A7%A3%E8%AC%8E/id6755509102?uo=2
2026-07-01,ios,tw,台湾,top-free,46,骷髏要稱王,6760324053,Touchbox Entertainment Limited,https://apps.apple.com/tw/app/%E9%AA%B7%E9%AB%8F%E8%A6%81%E7%A8%B1%E7%8E%8B/id6760324053?uo=2
2026-07-01,ios,tw,台湾,top-free,47,Brain Puzzle: Tricky Quest,6670789598,SmallStep Dev Team,https://apps.apple.com/tw/app/brain-puzzle-tricky-quest/id6670789598?uo=2
2026-07-01,ios,tw,台湾,top-free,48,Angry Birds 2,880047117,Rovio Entertainment Oyj,https://apps.apple.com/tw/app/angry-birds-2/id880047117?uo=2
2026-07-01,ios,tw,台湾,top-free,49,Coin Master - Board Adventure,6745761596,Moon Active,https://apps.apple.com/tw/app/coin-master-board-adventure/id6745761596?uo=2
2026-07-01,ios,tw,台湾,top-free,50,Screw All Out - Jam Master,6737022506,Chengdu Warrior Tech Limited,https://apps.apple.com/tw/app/screw-all-out-jam-master/id6737022506?uo=2
2026-07-01,ios,tw,台湾,top-free,51,魔法琴键3,1443446174,Amanotes Pte. Ltd.,https://apps.apple.com/tw/app/%E9%AD%94%E6%B3%95%E7%90%B4%E9%94%AE3/id1443446174?uo=2
2026-07-01,ios,tw,台湾,top-free,52,貓咪大戰爭,971601423,ponos corporation,https://apps.apple.com/tw/app/%E8%B2%93%E5%92%AA%E5%A4%A7%E6%88%B0%E7%88%AD/id971601423?uo=2
2026-07-01,ios,tw,台湾,top-free,53,Coin Master,406889139,Moon Active,https://apps.apple.com/tw/app/coin-master/id406889139?uo=2
2026-07-01,ios,tw,台湾,top-free,54,Sled Surfers,6744975195,Crazy Labs,https://apps.apple.com/tw/app/sled-surfers/id6744975195?uo=2
2026-07-01,ios,tw,台湾,top-free,55,好萊塢合成：星夢逆襲,6755455500,VoyagerOne,https://apps.apple.com/tw/app/%E5%A5%BD%E8%90%8A%E5%A1%A2%E5%90%88%E6%88%90-%E6%98%9F%E5%A4%A2%E9%80%86%E8%A5%B2/id6755455500?uo=2
2026-07-01,ios,tw,台湾,top-free,56,mo.co,6474323148,Supercell,https://apps.apple.com/tw/app/mo-co/id6474323148?uo=2
2026-07-01,ios,tw,台湾,top-free,57,PUBG MOBILE：絕地求生M,1453363650,MAINSTREAM UNIVERSAL CO. LTD.,https://apps.apple.com/tw/app/pubg-mobile-%E7%B5%95%E5%9C%B0%E6%B1%82%E7%94%9Fm/id1453363650?uo=2
2026-07-01,ios,tw,台湾,top-free,58,摩奇料理 主題餐廳,1643509748,Happibits,https://apps.apple.com/tw/app/%E6%91%A9%E5%A5%87%E6%96%99%E7%90%86-%E4%B8%BB%E9%A1%8C%E9%A4%90%E5%BB%B3/id1643509748?uo=2
2026-07-01,ios,tw,台湾,top-free,59,恐龍突變 : T-Rex,6451176533,MondayOFF,https://apps.apple.com/tw/app/%E6%81%90%E9%BE%8D%E7%AA%81%E8%AE%8A-t-rex/id6451176533?uo=2
2026-07-01,ios,tw,台湾,top-free,60,Arrows – Puzzle Escape,6748397500,Lessmore GmbH,https://apps.apple.com/tw/app/arrows-puzzle-escape/id6748397500?uo=2
2026-07-01,ios,tw,台湾,top-free,61,細胞保衛戰 - 生存射擊大亂鬥,6746465127,Snap Brain Games,https://apps.apple.com/tw/app/%E7%B4%B0%E8%83%9E%E4%BF%9D%E8%A1%9B%E6%88%B0-%E7%94%9F%E5%AD%98%E5%B0%84%E6%93%8A%E5%A4%A7%E4%BA%82%E9%AC%A5/id6746465127?uo=2
2026-07-01,ios,tw,台湾,top-free,62,Food Hunt: Pixel Puzzle,6769314786,FUNFINITY PTE. LTD,https://apps.apple.com/tw/app/food-hunt-pixel-puzzle/id6769314786?uo=2
2026-07-01,ios,tw,台湾,top-free,63,Crossmath 數學謎題休閒益智遊戲,1671991909,Guru Smart Holding Limited,https://apps.apple.com/tw/app/crossmath-%E6%95%B8%E5%AD%B8%E8%AC%8E%E9%A1%8C%E4%BC%91%E9%96%92%E7%9B%8A%E6%99%BA%E9%81%8A%E6%88%B2/id1671991909?uo=2
2026-07-01,ios,tw,台湾,top-free,64,超自然行動組,6754004606,Giant Network,https://apps.apple.com/tw/app/%E8%B6%85%E8%87%AA%E7%84%B6%E8%A1%8C%E5%8B%95%E7%B5%84/id6754004606?uo=2
2026-07-01,ios,tw,台湾,top-free,65,知識王LIVE,1244019527,"BRAVE KNIGHT CO., LTD.",https://apps.apple.com/tw/app/%E7%9F%A5%E8%AD%98%E7%8E%8Blive/id1244019527?uo=2
2026-07-01,ios,tw,台湾,top-free,66,迷霧小鎮: 合成遊戲 (Mystery Town),6503603603,Cedar Games Studio,https://apps.apple.com/tw/app/%E8%BF%B7%E9%9C%A7%E5%B0%8F%E9%8E%AE-%E5%90%88%E6%88%90%E9%81%8A%E6%88%B2-mystery-town/id6503603603?uo=2
2026-07-01,ios,tw,台湾,top-free,67,Hole.io,1389111413,Voodoo,https://apps.apple.com/tw/app/hole-io/id1389111413?uo=2
2026-07-01,ios,tw,台湾,top-free,68,最終曙光（Last Light）,6754688265,BINGCHUAN NETWORK (HONG KONG) COMPANY LIMITED,https://apps.apple.com/tw/app/%E6%9C%80%E7%B5%82%E6%9B%99%E5%85%89-last-light/id6754688265?uo=2
2026-07-01,ios,tw,台湾,top-free,69,Pokémon GO,1094591345,"Niantic, Inc.",https://apps.apple.com/tw/app/pok%C3%A9mon-go/id1094591345?uo=2
2026-07-01,ios,tw,台湾,top-free,70,蛋仔派對,1673675970,Envoy Interactive Entertainment Co.Ltd.,https://apps.apple.com/tw/app/%E8%9B%8B%E4%BB%94%E6%B4%BE%E5%B0%8D/id1673675970?uo=2
2026-07-01,ios,tw,台湾,top-free,71,貓咪造咖－有故事的貓咪咖啡廳,6502926371,Gamesofa Inc.,https://apps.apple.com/tw/app/%E8%B2%93%E5%92%AA%E9%80%A0%E5%92%96-%E6%9C%89%E6%95%85%E4%BA%8B%E7%9A%84%E8%B2%93%E5%92%AA%E5%92%96%E5%95%A1%E5%BB%B3/id6502926371?uo=2
2026-07-01,ios,tw,台湾,top-free,72,戀與深空,6443468077,INFOLD PTE. LTD.,https://apps.apple.com/tw/app/%E6%88%80%E8%88%87%E6%B7%B1%E7%A9%BA/id6443468077?uo=2
2026-07-01,ios,tw,台湾,top-free,73,Snipers Duel,6744592672,Voodoo,https://apps.apple.com/tw/app/snipers-duel/id6744592672?uo=2
2026-07-01,ios,tw,台湾,top-free,74,Brain Puzzle 3: Crazy Mind,6756482832,SmallStep Dev Team,https://apps.apple.com/tw/app/brain-puzzle-3-crazy-mind/id6756482832?uo=2
2026-07-01,ios,tw,台湾,top-free,75,楓之谷：放置冒險記,6739616715,NEXON Company,https://apps.apple.com/tw/app/%E6%A5%93%E4%B9%8B%E8%B0%B7-%E6%94%BE%E7%BD%AE%E5%86%92%E9%9A%AA%E8%A8%98/id6739616715?uo=2
2026-07-01,ios,tw,台湾,top-free,76,Goods Master 3D: 收納遊戲 貨櫃整理達人,1577533842,"HIGGS TECHNOLOGY CO., LIMITED",https://apps.apple.com/tw/app/goods-master-3d-%E6%94%B6%E7%B4%8D%E9%81%8A%E6%88%B2-%E8%B2%A8%E6%AB%83%E6%95%B4%E7%90%86%E9%81%94%E4%BA%BA/id1577533842?uo=2
2026-07-01,ios,tw,台湾,top-free,77,瘋狂餐廳(Cooking Madness),1323901884,ZenLife Games Pte. Ltd.,https://apps.apple.com/tw/app/%E7%98%8B%E7%8B%82%E9%A4%90%E5%BB%B3-cooking-madness/id1323901884?uo=2
2026-07-01,ios,tw,台湾,top-free,78,The Ghost - Multiplayer Horror,1557035248,Gameplier Ltd,https://apps.apple.com/tw/app/the-ghost-multiplayer-horror/id1557035248?uo=2
2026-07-01,ios,tw,台湾,top-free,79,EA SPORTS FC™ 足球 Mobile 2026,1094930513,Electronic Arts,https://apps.apple.com/tw/app/ea-sports-fc-%E8%B6%B3%E7%90%83-mobile-2026/id1094930513?uo=2
2026-07-01,ios,tw,台湾,top-free,80,暗影英雄：突襲,6445880165,BINGCHUAN NETWORK (HONG KONG) COMPANY LIMITED,https://apps.apple.com/tw/app/%E6%9A%97%E5%BD%B1%E8%8B%B1%E9%9B%84-%E7%AA%81%E8%A5%B2/id6445880165?uo=2
2026-07-01,ios,tw,台湾,top-free,81,龍村 3,6499562253,Highbrow,https://apps.apple.com/tw/app/%E9%BE%8D%E6%9D%91-3/id6499562253?uo=2
2026-07-01,ios,tw,台湾,top-free,82,Empires & Puzzles: Match-3 RPG,1117841866,Small Giant Games,https://apps.apple.com/tw/app/empires-puzzles-match-3-rpg/id1117841866?uo=2
2026-07-01,ios,tw,台湾,top-free,83,UNO!™,1344700142,Mattel163 Limited,https://apps.apple.com/tw/app/uno/id1344700142?uo=2
2026-07-01,ios,tw,台湾,top-free,84,Garena 極速領域：矩陣突破,1416604843,Garena Online Private Ltd,https://apps.apple.com/tw/app/garena-%E6%A5%B5%E9%80%9F%E9%A0%98%E5%9F%9F-%E7%9F%A9%E9%99%A3%E7%AA%81%E7%A0%B4/id1416604843?uo=2
2026-07-01,ios,tw,台湾,top-free,85,Carnival Tycoon: Coin Games,6475709488,Wild Candle Spin LLC,https://apps.apple.com/tw/app/carnival-tycoon-coin-games/id6475709488?uo=2
2026-07-01,ios,tw,台湾,top-free,86,異環,6751030003,Iwplay World,https://apps.apple.com/tw/app/%E7%95%B0%E7%92%B0/id6751030003?uo=2
2026-07-01,ios,tw,台湾,top-free,87,地鐵跑酷-Subway Surfers,1635929354,iDreamSky Technology Limited,https://apps.apple.com/tw/app/%E5%9C%B0%E9%90%B5%E8%B7%91%E9%85%B7-subway-surfers/id1635929354?uo=2
2026-07-01,ios,tw,台湾,top-free,88,Rummikub,1015322991,Kinkajoo Ltd,https://apps.apple.com/tw/app/rummikub/id1015322991?uo=2
2026-07-01,ios,tw,台湾,top-free,89,Bus Escape: Traffic Jam,6689516366,ABI GLOBAL LTD.,https://apps.apple.com/tw/app/bus-escape-traffic-jam/id6689516366?uo=2
2026-07-01,ios,tw,台湾,top-free,90,同盟塔防戰：並肩作戰,6503702666,SuperMagic,https://apps.apple.com/tw/app/%E5%90%8C%E7%9B%9F%E5%A1%94%E9%98%B2%E6%88%B0-%E4%B8%A6%E8%82%A9%E4%BD%9C%E6%88%B0/id6503702666?uo=2
2026-07-01,ios,tw,台湾,top-free,91,Meowdoku!,6761760135,Oakever Games,https://apps.apple.com/tw/app/meowdoku/id6761760135?uo=2
2026-07-01,ios,tw,台湾,top-free,92,2 Player Games : Offline Games,1465731199,Moreno Maio,https://apps.apple.com/tw/app/2-player-games-offline-games/id1465731199?uo=2
2026-07-01,ios,tw,台湾,top-free,93,RUSH: Xtreme,6754098532,SayGames LTD,https://apps.apple.com/tw/app/rush-xtreme/id6754098532?uo=2
2026-07-01,ios,tw,台湾,top-free,94,麻將明星3缺1,501306812,"International Games System Co., Ltd.",https://apps.apple.com/tw/app/%E9%BA%BB%E5%B0%87%E6%98%8E%E6%98%9F3%E7%BC%BA1/id501306812?uo=2
2026-07-01,ios,tw,台湾,top-free,95,E.D.E.N：最終防線,6754559095,"Game Duo Co.,Ltd.",https://apps.apple.com/tw/app/e-d-e-n-%E6%9C%80%E7%B5%82%E9%98%B2%E7%B7%9A/id6754559095?uo=2
2026-07-01,ios,tw,台湾,top-free,96,靠裝勇者：背包合成RPG,6755585789,"5minlab Co., Ltd.",https://apps.apple.com/tw/app/%E9%9D%A0%E8%A3%9D%E5%8B%87%E8%80%85-%E8%83%8C%E5%8C%85%E5%90%88%E6%88%90rpg/id6755585789?uo=2
2026-07-01,ios,tw,台湾,top-free,97,惡龍守不住！,6754828778,polly,https://apps.apple.com/tw/app/%E6%83%A1%E9%BE%8D%E5%AE%88%E4%B8%8D%E4%BD%8F/id6754828778?uo=2
2026-07-01,ios,tw,台湾,top-free,98,決勝時刻: Mobile - Garena,1465688043,Garena Mobile Private,https://apps.apple.com/tw/app/%E6%B1%BA%E5%8B%9D%E6%99%82%E5%88%BB-mobile-garena/id1465688043?uo=2
2026-07-01,ios,tw,台湾,top-free,99,毛線衝擊 - Traffic Jam公車遊戲 塞車解謎,6743385713,Astrasen Global,https://apps.apple.com/tw/app/%E6%AF%9B%E7%B7%9A%E8%A1%9D%E6%93%8A-traffic-jam%E5%85%AC%E8%BB%8A%E9%81%8A%E6%88%B2-%E5%A1%9E%E8%BB%8A%E8%A7%A3%E8%AC%8E/id6743385713?uo=2
2026-07-01,ios,tw,台湾,top-grossing,1,星城-大鬧西遊2．大爆滿,919043762,Wanin International Co. Ltd.,https://apps.apple.com/tw/app/%E6%98%9F%E5%9F%8E-%E5%A4%A7%E9%AC%A7%E8%A5%BF%E9%81%8A2-%E5%A4%A7%E7%88%86%E6%BB%BF/id919043762?uo=2
2026-07-01,ios,tw,台湾,top-grossing,2,Pikmin Bloom,1556357398,"Niantic, Inc.",https://apps.apple.com/tw/app/pikmin-bloom/id1556357398?uo=2
2026-07-01,ios,tw,台湾,top-grossing,3,原神·空月之歌,1517783697,COGNOSPHERE PTE. LTD.,https://apps.apple.com/tw/app/%E5%8E%9F%E7%A5%9E-%E7%A9%BA%E6%9C%88%E4%B9%8B%E6%AD%8C/id1517783697?uo=2
2026-07-01,ios,tw,台湾,top-grossing,4,寒霜啟示錄,6443575749,Century Games Pte. Ltd.,https://apps.apple.com/tw/app/%E5%AF%92%E9%9C%9C%E5%95%9F%E7%A4%BA%E9%8C%84/id6443575749?uo=2
2026-07-01,ios,tw,台湾,top-grossing,5,Garena 傳說對決：冥定王牌版本,1089079153,Garena Online Private Ltd,https://apps.apple.com/tw/app/garena-%E5%82%B3%E8%AA%AA%E5%B0%8D%E6%B1%BA-%E5%86%A5%E5%AE%9A%E7%8E%8B%E7%89%8C%E7%89%88%E6%9C%AC/id1089079153?uo=2
2026-07-01,ios,tw,台湾,top-grossing,6,Kingshot,6739554056,Century Games Pte. Ltd.,https://apps.apple.com/tw/app/kingshot/id6739554056?uo=2
2026-07-01,ios,tw,台湾,top-grossing,7,SD鋼彈 G世代 永恆,6692615881,Bandai Namco Entertainment Inc.,https://apps.apple.com/tw/app/sd%E9%8B%BC%E5%BD%88-g%E4%B8%96%E4%BB%A3-%E6%B0%B8%E6%81%86/id6692615881?uo=2
2026-07-01,ios,tw,台湾,top-grossing,8,麻將明星3缺1,501306812,"International Games System Co., Ltd.",https://apps.apple.com/tw/app/%E9%BA%BB%E5%B0%87%E6%98%8E%E6%98%9F3%E7%BC%BA1/id501306812?uo=2
2026-07-01,ios,tw,台湾,top-grossing,9,包你發-王識賢、安心亞推薦休閒娛樂城-老虎機、捕魚機多款遊戲,1339550728,"YILE TECHNOLOGY CO., LTD.",https://apps.apple.com/tw/app/%E5%8C%85%E4%BD%A0%E7%99%BC-%E7%8E%8B%E8%AD%98%E8%B3%A2-%E5%AE%89%E5%BF%83%E4%BA%9E%E6%8E%A8%E8%96%A6%E4%BC%91%E9%96%92%E5%A8%9B%E6%A8%82%E5%9F%8E-%E8%80%81%E8%99%8E%E6%A9%9F-%E6%8D%95%E9%AD%9A%E6%A9%9F%E5%A4%9A%E6%AC%BE%E9%81%8A%E6%88%B2/id1339550728?uo=2
2026-07-01,ios,tw,台湾,top-grossing,10,Garena® 三角洲行動,6670604287,Garena Mobile Games Private Ltd.,https://apps.apple.com/tw/app/garena-%E4%B8%89%E8%A7%92%E6%B4%B2%E8%A1%8C%E5%8B%95/id6670604287?uo=2
2026-07-01,ios,tw,台湾,top-grossing,11,最後的戰爭 - Last War,6448786147,FUNFLY PTE. LTD.,https://apps.apple.com/tw/app/%E6%9C%80%E5%BE%8C%E7%9A%84%E6%88%B0%E7%88%AD-last-war/id6448786147?uo=2
2026-07-01,ios,tw,台湾,top-grossing,12,豪神娛樂城,1441199787,FINGER INTERNATIONAL TECHNOLOGY CORP.,https://apps.apple.com/tw/app/%E8%B1%AA%E7%A5%9E%E5%A8%9B%E6%A8%82%E5%9F%8E/id1441199787?uo=2
2026-07-01,ios,tw,台湾,top-grossing,13,同盟塔防戰：並肩作戰,6503702666,SuperMagic,https://apps.apple.com/tw/app/%E5%90%8C%E7%9B%9F%E5%A1%94%E9%98%B2%E6%88%B0-%E4%B8%A6%E8%82%A9%E4%BD%9C%E6%88%B0/id6503702666?uo=2
2026-07-01,ios,tw,台湾,top-grossing,14,嚦咕麻將-戰神賽特、雷神之錘、超八、賽馬、麻將、魚機、老虎機,6449517782,BOGE NETWORK TECHNOLOGY LTD.,https://apps.apple.com/tw/app/%E5%9A%A6%E5%92%95%E9%BA%BB%E5%B0%87-%E6%88%B0%E7%A5%9E%E8%B3%BD%E7%89%B9-%E9%9B%B7%E7%A5%9E%E4%B9%8B%E9%8C%98-%E8%B6%85%E5%85%AB-%E8%B3%BD%E9%A6%AC-%E9%BA%BB%E5%B0%87-%E9%AD%9A%E6%A9%9F-%E8%80%81%E8%99%8E%E6%A9%9F/id6449517782?uo=2
2026-07-01,ios,tw,台湾,top-grossing,15,楓之谷：放置冒險記,6739616715,NEXON Company,https://apps.apple.com/tw/app/%E6%A5%93%E4%B9%8B%E8%B0%B7-%E6%94%BE%E7%BD%AE%E5%86%92%E9%9A%AA%E8%A8%98/id6739616715?uo=2
2026-07-01,ios,tw,台湾,top-grossing,16,《荒野亂鬥》,1229016807,Supercell,https://apps.apple.com/tw/app/%E8%8D%92%E9%87%8E%E4%BA%82%E9%AC%A5/id1229016807?uo=2
2026-07-01,ios,tw,台湾,top-grossing,17,金好運,1267732467,ARC PLAY LTD CO.,https://apps.apple.com/tw/app/%E9%87%91%E5%A5%BD%E9%81%8B/id1267732467?uo=2
2026-07-01,ios,tw,台湾,top-grossing,18,RO仙境傳説：世界之旅,6749527002,Gravity Game Vision Limited,https://apps.apple.com/tw/app/ro%E4%BB%99%E5%A2%83%E5%82%B3%E8%AA%AC-%E4%B8%96%E7%95%8C%E4%B9%8B%E6%97%85/id6749527002?uo=2
2026-07-01,ios,tw,台湾,top-grossing,19,Coin Master,406889139,Moon Active,https://apps.apple.com/tw/app/coin-master/id406889139?uo=2
2026-07-01,ios,tw,台湾,top-grossing,20,Pokémon TCG Pocket,6479970832,The Pokemon Company,https://apps.apple.com/tw/app/pok%C3%A9mon-tcg-pocket/id6479970832?uo=2
2026-07-01,ios,tw,台湾,top-grossing,21,緋聞港口：合併&故事,1623318294,Microfun Limited,https://apps.apple.com/tw/app/%E7%B7%8B%E8%81%9E%E6%B8%AF%E5%8F%A3-%E5%90%88%E4%BD%B5-%E6%95%85%E4%BA%8B/id1623318294?uo=2
2026-07-01,ios,tw,台湾,top-grossing,22,糖果傳奇,553834731,King,https://apps.apple.com/tw/app/%E7%B3%96%E6%9E%9C%E5%82%B3%E5%A5%87/id553834731?uo=2
2026-07-01,ios,tw,台湾,top-grossing,23,PUBG MOBILE：絕地求生M,1453363650,MAINSTREAM UNIVERSAL CO. LTD.,https://apps.apple.com/tw/app/pubg-mobile-%E7%B5%95%E5%9C%B0%E6%B1%82%E7%94%9Fm/id1453363650?uo=2
2026-07-01,ios,tw,台湾,top-grossing,24,MLB：9局職棒26,1059665257,Com2uS Corp.,https://apps.apple.com/tw/app/mlb-9%E5%B1%80%E8%81%B7%E6%A3%9226/id1059665257?uo=2
2026-07-01,ios,tw,台湾,top-grossing,25,麻將 神來也麻將－台灣16張、麻雀,455902495,Gamesofa Inc.,https://apps.apple.com/tw/app/%E9%BA%BB%E5%B0%87-%E7%A5%9E%E4%BE%86%E4%B9%9F%E9%BA%BB%E5%B0%87-%E5%8F%B0%E7%81%A316%E5%BC%B5-%E9%BA%BB%E9%9B%80/id455902495?uo=2
2026-07-01,ios,tw,台湾,top-grossing,26,天堂M,1276508585,Gamania Digital Entertainment,https://apps.apple.com/tw/app/%E5%A4%A9%E5%A0%82m/id1276508585?uo=2
2026-07-01,ios,tw,台湾,top-grossing,27,楓之谷M - 奇幻冒險MMORPG,1290086677,NEXON Company,https://apps.apple.com/tw/app/%E6%A5%93%E4%B9%8B%E8%B0%B7m-%E5%A5%87%E5%B9%BB%E5%86%92%E9%9A%AAmmorpg/id1290086677?uo=2
2026-07-01,ios,tw,台湾,top-grossing,28,老子有錢 - 曾國城 X 籃籃唯一推薦 大獎爆不停,907432647,"Xiang Shang Games Co., Ltd.",https://apps.apple.com/tw/app/%E8%80%81%E5%AD%90%E6%9C%89%E9%8C%A2-%E6%9B%BE%E5%9C%8B%E5%9F%8E-x-%E7%B1%83%E7%B1%83%E5%94%AF%E4%B8%80%E6%8E%A8%E8%96%A6-%E5%A4%A7%E7%8D%8E%E7%88%86%E4%B8%8D%E5%81%9C/id907432647?uo=2
